773	151
6227	275
801	464
7295	165
6194	415
8643	206
7415	219
9473	187
6427	142
5601	172
5432	160
64318	185
5598	273
51068	143
509	157
63899	322
8761	558
6224	247
9133	358
54205	190
6397	143
5685	155
8438	148
7411	245
6390	206
9785	140
8826	135
8087	138
9978	139
57510	188
6122	327
9212	336
8346	242
6597	435
5708	210
9380	178
8969	366
6207	420
79143	145
56915	197
9263	173
79039	175
9223	548
3615	156
8673	195
8406	165
5781	157
6632	292
9136	243
5710	193
3308	134
8970	314
8661	183
6776	154
4356	187
54464	164
54663	134
9972	149
6128	328
7153	336
808	211
7384	149
8882	170
8881	168
9588	184
6595	288
890	278
6503	151
6464	144
8454	187
4839	372
79677	255
8976	187
8357	162
6389	139
716	187
6672	154
6098	134
90	235
9775	155
9949	182
7189	155
710	154
65083	153
7298	158
8833	471
6917	236
6117	374
84823	225
995	339
8558	139
6228	405
57062	162
9156	145
55695	325
8343	247
3276	173
7132	165
9933	354
7316	181
6627	169
81627	144
5600	140
6135	425
6785	169
9863	460
9146	144
9904	190
5223	134
8668	254
5557	149
6714	264
26986	193
701	170
6217	415
70	211
5705	198
6902	168
79807	146
9446	171
6741	477
8350	173
6173	217
4191	153
55703	186
8345	242
9777	145
9128	201
5499	189
5501	140
8334	325
8260	277
8351	155
8780	136
8362	387
7204	149
6136	445
9093	225
6093	146
9688	144
3320	268
7409	140
5437	168
8363	403
7508	152
79711	213
84084	145
659	161
6812	212
3312	320
84446	147
7532	225
6449	224
8337	330
5581	179
8342	233
6123	222
3303	154
942	155
715	215
6156	275
902	276
6138	318
8633	164
85476	156
55766	139
6181	176
7341	388
7097	170
7278	229
8893	153
6678	224
7277	300
79954	278
892	155
5886	153
6636	310
6231	179
5928	231
8891	134
55843	155
8664	327
5430	271
8347	250
9939	159
84513	236
8985	138
6300	198
7360	147
891	238
6193	444
8359	387
57819	153
805	355
7994	205
9647	452
6229	326
8653	353
5495	291
9833	255
9097	154
9790	172
80301	191
6347	140
6142	283
5983	279
5599	154
6129	295
8997	230
8480	143
71	369
5714	195
7458	139
83716	188
9126	352
7381	222
9044	173
9535	159
27010	149
84365	356
7428	140
6157	302
6337	195
8536	312
344	136
867	152
7001	180
9551	181
7846	430
6124	342
7064	147
84916	339
5885	135
8850	236
5434	199
9528	154
8227	143
3329	144
8675	141
83475	274
5603	153
9276	323
51602	178
6850	240
5552	161
6120	375
689	200
8367	392
6434	136
54606	145
85235	346
9147	581
79631	154
9874	141
55661	152
6210	487
5985	135
8815	150
54888	323
983	561
8886	509
6634	155
5111	282
5719	159
6635	302
6921	142
83939	166
5329	168
81542	171
84135	196
6161	189
51388	148
8339	266
64794	145
64398	331
836	140
6160	329
9252	178
54512	189
673	170
79083	243
64425	239
810	158
79612	197
6599	234
7940	156
8335	313
829	196
60490	216
86	150
6137	315
6143	296
996	165
990	471
84172	389
8697	152
6139	364
3689	166
7056	136
8317	187
8813	213
60	369
57118	226
4361	140
8331	283
5901	317
8329	308
7556	160
6204	298
58538	276
8361	388
65095	177
7805	239
5579	214
51154	137
5688	192
6749	171
5880	222
3614	179
9948	179
72	210
81929	194
6241	252
8352	158
9330	245
5580	180
57647	164
92815	377
3921	283
526	265
8336	333
6218	354
51678	224
5566	415
9337	205
55153	136
929	210
898	196
6426	170
55723	139
8344	240
5347	256
6647	156
7398	134
6616	146
59	265
6601	186
3845	183
8370	400
5440	172
8663	314
58	191
56342	247
521	148
8365	392
9086	315
6628	186
9026	162
64344	158
7913	158
714	134
9672	163
6192	281
5036	164
6133	327
51121	151
56648	135
9908	296
54433	135
84617	186
5494	283
6880	371
5594	305
5689	166
958	205
5170	134
6908	383
6790	328
5931	135
8364	395
5950	174
8175	161
7534	365
5984	308
7454	175
6428	163
998	215
8348	245
9423	234
7150	198
8354	163
861	169
908	153
6168	211
8358	162
9519	160
79023	154
8517	146
9724	209
5496	398
6637	195
6203	410
81620	240
7385	269
8349	263
6923	215
79080	141
9899	134
7448	149
7979	169
85236	289
7272	199
4001	136
9616	134
5441	209
4905	134
7531	294
4085	167
6147	219
6223	321
7372	176
55003	138
-----------------
11035	135
10400	200
3836	135
1725	153
1281	146
23633	208
3181	164
10131	166
2002	220
4292	138
10327	202
23404	199
4215	184
6166	141
10594	209
55176	164
27258	253
11091	137
54517	207
11309	139
1293	154
2066	206
151742	418
137970	174
1964	396
2770	145
6208	195
4087	148
5687	282
5684	212
5315	173
10992	133
2935	177
114569	143
10476	157
22843	434
1854	213
1104	182
130	151
10061	305
54433	169
1363	171
6189	215
23481	348
2260	170
5686	229
6165	171
506	283
10856	283
2068	149
5435	239
2806	141
1434	266
2099	261
10437	424
2197	282
6155	171
5062	159
2821	146
6130	242
4999	162
375	184
1455	202
10396	161
2	176
26156	197
10102	171
4173	156
3015	326
10212	170
5431	225
1111	282
1654	335
1859	134
3055	204
5690	220
10791	204
10564	194
4830	232
28985	213
3113	202
4086	156
51639	146
2203	214
6191	208
23195	158
2064	250
2521	190
27036	160
2213	208
260294	359
128312	276
1024	179
11151	334
1915	555
399818	142
58538	148
1981	361
51575	143
27010	342
1499	307
4736	340
22978	156
2648	157
1230	236
1456	140
6141	176
10452	228
1956	380
126961	197
1020	155
10095	229
1439	156
152926	420
204	316
4093	135
5683	242
23367	139
5432	182
11128	219
201595	141
1399	184
136332	176
10746	143
10592	329
1660	259
6125	272
5063	138
1965	265
2207	192
29789	300
11315	209
1371	142
23521	459
5701	167
10524	220
3587	140
11025	201
22824	168
3643	176
1723	228
5888	137
6134	199
10989	138
22800	195
3576	153
1615	208
27340	157
3309	356
11331	324
55720	160
10959	170
3013	290
10621	219
5313	205
23517	266
388524	157
27335	190
6222	148
10521	161
55621	138
1387	284
4691	222
6187	191
2005	266
6188	228
28998	137
2885	359
10963	294
10492	357
6230	135
1514	315
1938	430
23604	170
10312	170
3304	248
1975	253
5204	145
5714	136
5595	150
1017	511
23378	221
10398	141
55272	168
158	212
3305	206
25885	168
1662	275
3480	182
55703	162
1398	137
25824	139
10808	183
11065	249
5567	247
22883	153
219699	160
5042	332
10399	665
10926	137
2182	190
23020	200
51616	223
3265	311
221078	375
6154	137
1520	197
6164	151
2775	203
55226	195
6201	194
1315	234
10982	135
6144	184
1937	351
56902	172
23451	205
10376	336
10574	183
54888	279
2237	294
11059	138
1192	166
4144	181
11112	136
6139	208
25	166
1841	321
3614	336
5691	172
27292	280
1508	211
2962	160
6667	175
212	207
4354	276
23708	189
25942	233
4171	198
26135	147
25873	332
2357	183
10288	173
11260	176
2987	291
10199	279
4751	151
10885	284
2739	182
498	166
4677	136
10907	133
25842	187
6175	211
10110	174
10390	176
121504	440
23288	181
22916	182
10213	262
3069	176
2794	251
10921	242
3192	149
6205	179
23223	230
10114	328
10924	157
10051	513
1806	256
11056	222
10914	263
23405	322
4678	149
1452	174
22837	160
5034	160
10735	167
11181	152
3326	552
1460	238
10393	160
219	137
4809	288
10289	163
5598	157
10598	178
53944	139
10923	171
5568	146
2004	208
22974	352
4143	257
10971	187
10581	146
113130	135
23097	145
3115	138
165	181
1656	197
1536	207
5705	134
10694	330
6132	232
10595	135
10969	328
22938	149
1454	237
11326	164
6138	172
2967	142
23005	146
3017	228
6194	220
5058	143
2030	151
3149	146
4666	228
2710	141
51068	248
509	140
63899	134
199	230
10105	192
389	144
2634	143
1158	186
5685	144
191	259
3608	188
293	206
4172	211
3014	340
2091	568
128209	287
51065	180
11040	175
1601	143
3059	213
6597	231
1595	200
5708	150
1977	272
6207	205
10153	165
2162	151
26953	133
10238	149
56915	135
16	158
11335	252
10622	255
10000	166
22894	203
3615	283
2549	140
1917	409
1801	220
2737	234
5710	155
3308	217
23450	151
3837	187
4356	242
23029	281
10623	165
54464	161
2033	265
1462	159
26574	203
6128	232
7153	143
10056	260
6595	202
11137	527
23277	193
2617	223
4839	499
11224	369
3066	221
4174	255
10460	164
5001	134
1794	153
1019	408
3692	168
1063	226
1021	244
10171	209
10146	248
11130	177
10484	161
6117	233
23560	374
112714	225
128240	175
6228	185
11222	201
1477	172
369	133
11124	135
55695	243
10236	414
3276	285
1736	525
23246	295
6135	277
4067	168
11169	270
23710	145
255626	170
5682	143
3313	143
387	181
28987	256
1933	177
2593	214
26986	537
6217	187
10383	300
23165	160
1879	160
6122	238
27127	219
291	167
6741	148
2305	202
3251	178
4191	210
2705	144
3646	179
26354	389
2217	168
5499	171
10189	450
5501	151
4706	151
6136	243
29997	205
1163	375
3320	498
3838	186
4175	160
5437	179
25879	307
11157	210
4673	229
118788	157
143098	408
51187	140
328	159
31	149
3012	292
10412	272
1058	152
24148	136
10291	207
1838	166
11072	145
6123	192
3303	292
27316	165
3932	148
6156	170
29102	276
10054	146
1436	280
4331	199
3978	147
51678	231
55766	173
10657	155
51096	163
50617	134
2597	354
1457	453
2767	148
1164	278
3725	157
5928	149
55843	151
2153	137
5430	247
366	159
11103	410
2782	164
1212	139
27102	133
10181	152
10471	136
1432	333
10062	134
1386	138
1822	160
2959	150
6193	217
1072	149
23603	245
2071	134
1729	220
10314	168
3688	138
10978	150
1503	398
30834	133
22908	135
26155	238
4893	243
5557	140
332	135
2146	145
1453	237
11044	180
2214	162
131578	217
2309	162
29889	218
6142	175
5983	164
6129	233
2107	292
10750	181
71	151
1958	215
1738	193
1459	273
10097	165
3695	157
1022	330
10730	195
3376	202
6157	189
2058	318
10987	153
344	167
3843	193
4355	172
6124	245
2618	178
3021	200
1968	258
6152	208
5434	239
10975	138
10382	301
207	243
3018	221
3329	272
10575	328
3841	157
6120	165
1742	488
162966	228
3678	158
1278	255
23212	237
22919	157
54606	165
29927	221
23478	151
6210	205
10728	183
10946	264
58	135
2268	147
5495	251
11011	171
126	155
54512	177
1537	338
2678	158
11047	149
4733	164
1018	279
2209	145
22948	258
353	246
6161	150
51388	228
11198	332
123263	387
1974	434
2079	210
64398	135
2645	146
3020	206
1347	151
1967	208
6160	185
4361	231
132	214
1033	224
2547	185
55132	157
5494	228
3312	542
1655	257
117246	308
5036	235
6137	225
1983	262
6143	208
1509	220
23435	133
2819	138
10294	266
4522	152
10262	182
3689	244
387332	204
10576	204
60	230
57118	176
1973	461
5901	199
1259	161
11329	162
3148	196
248	145
1737	155
3109	154
1528	172
51154	229
1043	167
5688	185
140801	452
2065	217
1665	409
10075	167
3065	249
2633	137
10607	265
1213	209
11338	141
1650	135
3306	256
10197	173
3178	178
54145	171
2072	217
203068	453
2308	136
204851	166
1740	516
144809	150
3921	517
526	292
6218	151
10558	136
10606	296
5566	296
55153	144
1406	212
1431	272
10785	272
284942	142
51118	167
55723	153
5347	302
1642	174
1152	201
130399	192
285855	156
1741	457
1316	348
59	161
6202	231
26121	160
10988	162
27089	148
260425	336
6601	133
3845	285
1337	168
1739	487
5440	162
56342	133
2673	177
29925	228
2534	232
10535	259
155100	140
347733	162
10436	249
116832	165
54663	155
4088	159
100	261
22934	221
10128	205
6192	157
51144	161
4436	138
2335	168
6133	219
10381	229
10859	136
11200	268
10036	155
51121	253
56648	134
10565	165
55131	201
27257	137
292	238
11328	149
5436	182
10813	260
6880	189
5594	171
23189	142
2027	226
55299	224
27032	147
5689	184
241	172
11266	201
5170	141
2932	146
10935	172
51082	138
4176	142
317772	249
51602	245
3936	175
5984	134
221613	280
1277	170
5111	343
1147	163
11051	194
10733	155
29777	143
5496	323
1984	218
6203	193
23658	195
3146	238
2963	169
150160	145
51343	142
220988	231
10184	187
1478	170
11180	143
4001	183
134430	247
1026	241
1025	151
5441	214
4905	190
10528	528
6147	154
6223	154
4085	274
55003	135
