7133	138
6234	319
5887	134
9349	481
9141	169
8318	180
7083	157
4215	147
6166	248
7157	225
55176	187
708	246
6629	193
8609	316
6625	181
54517	173
7779	294
5894	204
8683	166
6233	258
8890	150
56341	135
6167	171
55299	225
8330	308
6208	438
57050	141
5687	272
5684	232
8573	199
5578	198
9045	449
6920	144
8294	352
993	360
8662	503
6612	221
6125	441
6189	453
55651	138
8556	171
5686	258
6165	290
7286	135
7048	160
506	302
9935	207
515	135
5435	199
8672	298
7280	205
92	154
92856	256
9061	147
7307	193
9450	184
7320	174
6155	257
63908	135
8812	161
5605	138
6130	364
55872	147
55759	177
9184	170
9562	313
8243	357
3015	135
5431	223
80145	138
90441	201
9533	411
9020	138
5690	208
7251	212
6729	165
8355	160
4830	168
63826	137
84294	194
597	166
8368	393
7329	158
51639	152
80052	146
94239	250
6191	366
705	279
8531	150
988	157
260294	149
7529	145
6159	232
89978	144
8341	246
7347	154
5704	183
8366	402
83737	176
55226	207
7296	258
4736	202
84549	208
6141	293
81794	159
84961	169
5683	251
9232	207
9520	143
8607	346
5536	161
790	397
811	164
90121	167
6732	176
963	236
8464	135
79590	170
5701	220
5725	145
8338	287
6134	311
9879	148
80155	236
5888	248
8493	178
9416	167
8968	184
80324	174
84034	192
6319	139
3309	189
699	165
55720	153
6240	263
5313	249
7045	146
55131	218
5870	149
9221	408
7525	137
6222	352
6118	144
6950	195
55621	148
5702	175
83743	264
6897	327
838	156
4691	140
719	157
6187	454
5053	146
3306	139
6188	401
7386	256
920	285
5315	192
2885	180
9319	256
6230	288
6418	172
7555	246
78990	134
6731	182
7203	247
8360	385
8353	159
6195	157
8666	268
6170	147
94	188
8332	325
8569	152
6633	147
5595	259
6787	244
55272	156
9938	137
6545	159
3936	135
5798	151
5567	337
7046	325
92345	192
8467	220
5981	149
5042	250
4893	205
51616	166
3265	175
6154	179
6164	237
93	172
6201	451
80135	200
960	213
6446	152
84790	281
6144	267
56902	226
8945	179
6829	209
6235	260
64231	166
991	225
9056	224
6648	174
7027	167
8192	170
80895	399
9628	147
5691	159
6500	178
7311	415
4354	247
9760	225
9343	164
8356	160
55902	154
6232	195
90353	156
9332	221
498	185
80273	234
8520	221
6175	402
79050	168
87178	198
5436	153
84154	326
6667	292
6206	209
9521	155
8195	149
6205	347
8340	250
9021	180
8622	135
9402	159
9295	148
9493	223
5518	180
5706	134
951	233
5879	207
9134	202
9902	182
6119	143
5707	169
9861	253
8667	278
8295	144
5034	170
7167	178
3326	312
7319	200
4809	175
7517	159
9942	156
7305	207
6855	159
5604	162
5568	207
7514	301
9669	292
6182	195
539	142
4143	151
6202	445
6518	155
8894	468
9945	238
7520	320
5394	141
6209	278
9277	315
6132	342
91	215
948	167
6844	202
6152	374
